Unnamed: 0,release_date,movie,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,genre
503,11/9/2012,Lincoln,65000000.0,182207973.0,273346281.0,Walt Disney,PG-13,Drama
504,3/15/2002,Ice Age,65000000.0,176387405.0,386116343.0,20th Century Fox,PG,Adventure
505,6/30/1995,Apollo 13,65000000.0,173772767.0,335802271.0,Universal,PG,Drama
506,3/31/1999,The Matrix,65000000.0,171479930.0,463517383.0,Warner Bros.,R,Action
507,11/1/2002,The Santa Clause 2,65000000.0,139225854.0,172825854.0,Walt Disney,G,Adventure
508,6/1/1990,Total Recall,65000000.0,119394839.0,261400000.0,Sony Pictures,R,Action
509,12/18/1998,You've Got Mail,65000000.0,115821495.0,250800000.0,Warner Bros.,PG,Drama
510,12/25/2014,Unbroken,65000000.0,115637895.0,163527824.0,Universal,PG-13,Drama
511,6/5/2015,Spy!,65000000.0,110825712.0,233121406.0,20th Century Fox,R,Comedy
512,11/5/2010,Due Date,65000000.0,100539043.0,211739043.0,Warner Bros.,R,Comedy
513,7/25/2008,Step Brothers,65000000.0,100468793.0,128468793.0,Sony Pictures,R,Comedy
514,12/15/1995,Jumanji,65000000.0,100458310.0,262758310.0,Sony Pictures,PG,Adventure
515,7/17/1998,The Mask of Zorro,65000000.0,93828745.0,233700000.0,Sony Pictures,PG-13,Adventure
516,8/4/2000,Space Cowboys,65000000.0,90454043.0,128874043.0,Warner Bros.,PG-13,Adventure
517,5/28/1993,Cliffhanger,65000000.0,84049211.0,255000000.0,Sony Pictures,R,Action
518,8/12/2016,Pete’s Dragon,65000000.0,76233151.0,137768975.0,Walt Disney,PG,Adventure
519,2/9/1996,Broken Arrow,65000000.0,70645997.0,148345997.0,20th Century Fox,R,Action
520,8/9/2006,World Trade Center,65000000.0,70278893.0,163295654.0,Paramount Pictures,PG-13,Drama
521,7/7/2000,The Kid,65000000.0,69688384.0,69688384.0,Walt Disney,PG,Comedy
522,12/19/2003,Mona Lisa Smile,65000000.0,63803100.0,141205169.0,Sony Pictures,PG-13,Drama
523,5/16/2012,The Dictator,65000000.0,59650222.0,180148897.0,Paramount Pictures,R,Comedy
524,7/16/1999,Eyes Wide Shut,65000000.0,55691208.0,104267443.0,Warner Bros.,R,Drama
525,12/8/2004,Blade: Trinity,65000000.0,52397389.0,131353165.0,Other,R,Action
526,12/22/2006,We Are Marshall,65000000.0,43545364.0,43545364.0,Warner Bros.,PG,Drama
527,9/14/2012,Resident Evil: Retribution,65000000.0,42345531.0,238940997.0,Sony Pictures,R,Action
528,3/20/1998,Primary Colors,65000000.0,39017984.0,39017984.0,Universal,R,Comedy
529,10/15/1999,Fight Club,65000000.0,37030102.0,100851705.0,20th Century Fox,R,Drama
530,8/22/2008,Death Race,65000000.0,36316032.0,72516819.0,Universal,R,Action
531,10/11/1996,The Long Kiss Goodnight,65000000.0,33447612.0,33447612.0,Other,R,Action
532,12/8/2000,Proof of Life,65000000.0,32598931.0,62761005.0,Warner Bros.,R,Action
533,11/11/2005,Zathura,65000000.0,28045540.0,58545540.0,Sony Pictures,PG,Adventure
534,1/14/2005,Elektra,65000000.0,24409722.0,56824633.0,20th Century Fox,PG-13,Action
535,10/23/2009,Astro Boy,65000000.0,19551067.0,41636243.0,Other,PG,Adventure
536,1/24/2014,"I, Frankenstein",65000000.0,19075290.0,74575290.0,Lionsgate,PG-13,Action
537,5/24/1991,Hudson Hawk,65000000.0,17218916.0,17218916.0,Sony Pictures,R,Action
538,8/22/2014,Sin City: A Dame to Kill For,65000000.0,13757804.0,40650842.0,Other,R,Action
539,12/25/2016,Live by Night,65000000.0,10378555.0,21778555.0,Warner Bros.,R,Drama
540,10/27/2000,Lucky Numbers,65000000.0,10014234.0,10014234.0,Paramount Pictures,R,Comedy
541,9/23/2005,Oliver Twist,65000000.0,2070920.0,26670920.0,Other,PG-13,Drama
542,9/4/2015,Tian jiang xiong shi,65000000.0,74070.0,122519874.0,Lionsgate,R,Action
543,7/14/2006,Little Man,64000000.0,58636047.0,101636047.0,Sony Pictures,PG-13,Comedy
544,10/8/1999,Random Hearts,64000000.0,31054924.0,63200000.0,Sony Pictures,R,Drama
545,12/27/2006,Perfume: The Story of a Murderer,63700000.0,2223293.0,133603463.0,Paramount Pictures,R,Drama
546,6/11/1993,Jurassic Park,63000000.0,395708305.0,1038812584.0,Universal,PG-13,Action
547,7/25/2002,Austin Powers in Goldmember,63000000.0,213117789.0,296338663.0,Other,PG-13,Comedy
548,4/1/2011,Hop,63000000.0,108085305.0,188657593.0,Universal,PG,Adventure
549,8/3/1994,Clear and Present Danger,62000000.0,122012656.0,207500000.0,Paramount Pictures,PG-13,Action
550,4/21/2000,U-571,62000000.0,77086030.0,127630030.0,Universal,PG-13,Action
551,6/20/2008,The Love Guru,62000000.0,32235793.0,40159017.0,Paramount Pictures,PG-13,Comedy
552,2/23/2001,3000 Miles to Graceland,62000000.0,15738632.0,18708848.0,Warner Bros.,R,Drama
553,3/30/2007,Blades of Glory,61000000.0,118594548.0,145594548.0,Paramount Pictures,PG-13,Comedy
554,8/2/2013,2 Guns,61000000.0,75612460.0,132493015.0,Universal,R,Action
555,12/22/2004,Meet the Fockers,60000000.0,279167575.0,516567575.0,Universal,PG-13,Comedy
556,2/7/2014,The Lego Movie,60000000.0,257784718.0,457729388.0,Warner Bros.,PG,Adventure
557,3/2/2007,Wild Hogs,60000000.0,168213584.0,253555383.0,Walt Disney,PG-13,Comedy
558,12/25/2008,Marley & Me,60000000.0,143153751.0,247812011.0,20th Century Fox,PG,Comedy
559,12/10/1999,The Green Mile,60000000.0,136801374.0,290701374.0,Warner Bros.,R,Drama
560,11/4/2005,Chicken Little,60000000.0,135386665.0,310043823.0,Walt Disney,G,Adventure
561,6/5/1998,The Truman Show,60000000.0,125618201.0,264118201.0,Paramount Pictures,PG,Drama
562,9/9/2016,Sully,60000000.0,125070033.0,238552082.0,Warner Bros.,PG-13,Drama
563,10/9/2009,Couples Retreat,60000000.0,109205660.0,172450423.0,Universal,PG-13,Comedy
564,11/17/1995,Goldeneye,60000000.0,106429941.0,356429941.0,MGM,PG-13,Action
565,5/30/2003,The Italian Job,60000000.0,106126012.0,176262839.0,Paramount Pictures,PG-13,Adventure
566,5/9/2003,Daddy Day Care,60000000.0,104148781.0,164285587.0,Sony Pictures,PG,Comedy
567,6/18/1999,The General's Daughter,60000000.0,102705852.0,149705852.0,Paramount Pictures,R,Drama
568,12/18/1998,The Prince of Egypt,60000000.0,101413188.0,218613188.0,Other,PG,Adventure
569,8/6/2004,Collateral,60000000.0,100170152.0,217670152.0,Other,R,Action
570,7/4/2001,Cats & Dogs,60000000.0,93375151.0,200700000.0,Warner Bros.,PG,Comedy
571,10/2/1998,Antz,60000000.0,90757863.0,152457863.0,Other,PG,Adventure
572,4/19/2002,The Scorpion King,60000000.0,90580000.0,165890634.0,Universal,PG-13,Action
573,10/15/2010,Red,60000000.0,90380162.0,196439693.0,Other,PG-13,Action
574,3/5/2004,Starsky & Hutch,60000000.0,88200225.0,170200225.0,Warner Bros.,PG-13,Comedy
575,6/27/1990,Days of Thunder,60000000.0,82670733.0,157670733.0,Paramount Pictures,PG-13,Action
576,12/21/2005,Cheaper by the Dozen 2,60000000.0,82571173.0,135015330.0,20th Century Fox,PG,Adventure
577,8/13/2010,Eat Pray Love,60000000.0,80574010.0,206598789.0,Sony Pictures,PG-13,Drama
578,12/21/2012,Jack Reacher,60000000.0,80070736.0,217370736.0,Paramount Pictures,PG-13,Drama
579,12/22/2000,The Family Man,60000000.0,75764085.0,124715863.0,Universal,PG-13,Comedy
580,12/22/1999,Any Given Sunday,60000000.0,75530832.0,100230832.0,Warner Bros.,R,Drama
581,5/15/1998,The Horse Whisperer,60000000.0,75383563.0,186883563.0,Walt Disney,PG-13,Drama
582,2/6/2009,Coraline,60000000.0,75286229.0,126037057.0,Other,PG,Adventure
583,10/1/2004,Ladder 49,60000000.0,74541707.0,102332848.0,Walt Disney,PG-13,Action
584,7/28/1999,Deep Blue Sea,60000000.0,73648228.0,165048228.0,Warner Bros.,R,Action
585,1/17/2003,Kangaroo Jack,60000000.0,66723216.0,90723216.0,Warner Bros.,PG,Adventure
586,3/4/2016,London Has Fallen,60000000.0,62524260.0,194094168.0,Other,R,Action
587,3/10/2006,The Shaggy Dog,60000000.0,61123569.0,87123569.0,Walt Disney,PG,Comedy
588,11/22/1996,Jingle All the Way,60000000.0,60592389.0,129832389.0,20th Century Fox,PG,Adventure
589,4/2/2004,Hellboy,60000000.0,59623958.0,99823958.0,Sony Pictures,PG-13,Action
590,10/21/2016,Jack Reacher: Never Go Back,60000000.0,58697076.0,160038407.0,Paramount Pictures,PG-13,Action
591,5/25/2017,Baywatch,60000000.0,58060186.0,176023296.0,Paramount Pictures,R,Comedy
592,12/25/1998,A Civil Action,60000000.0,56709981.0,56709981.0,Walt Disney,PG-13,Drama
593,12/25/2015,Joy,60000000.0,56451232.0,101134059.0,20th Century Fox,PG-13,Drama
594,8/17/2012,ParaNorman,60000000.0,56003051.0,108119662.0,Other,PG,Adventure
595,3/1/1996,Up Close & Personal,60000000.0,51045801.0,100645801.0,Walt Disney,PG-13,Drama
596,12/19/2008,The Tale of Despereaux,60000000.0,50877145.0,90482317.0,Universal,G,Adventure
597,9/26/2014,The Boxtrolls,60000000.0,50837305.0,111946251.0,Other,PG,Adventure
598,9/27/2002,The Tuxedo,60000000.0,50586000.0,104429625.0,Other,PG-13,Action
599,1/17/2014,Jack Ryan: Shadow Recruit,60000000.0,50577412.0,131377412.0,Paramount Pictures,PG-13,Action
600,7/14/1995,Under Siege 2: Dark Territory,60000000.0,50024083.0,104324083.0,Warner Bros.,R,Action
601,11/26/1997,Alien: Resurrection,60000000.0,47795018.0,160700000.0,20th Century Fox,R,Action
602,10/16/1998,Practical Magic,60000000.0,46850558.0,68336997.0,Warner Bros.,PG-13,Comedy
603,1/11/2013,Gangster Squad,60000000.0,46000903.0,104100903.0,Warner Bros.,R,Drama
604,4/7/2017,Smurfs: The Lost Village,60000000.0,45020282.0,197422438.0,Sony Pictures,PG,Adventure
605,6/19/2009,Year One,60000000.0,43337279.0,57604723.0,Sony Pictures,PG-13,Comedy
606,1/29/2010,Edge of Darkness,60000000.0,43313890.0,82812456.0,Warner Bros.,R,Drama
607,12/13/2002,Star Trek: Nemesis,60000000.0,43254409.0,67312826.0,Paramount Pictures,PG-13,Adventure
608,2/19/2002,Reign of Fire,60000000.0,43061982.0,82150183.0,Walt Disney,PG-13,Action
609,11/20/2009,Planet 51,60000000.0,42194060.0,108996113.0,Sony Pictures,PG,Adventure
610,12/11/2009,Invictus,60000000.0,37491364.0,124514011.0,Warner Bros.,PG-13,Drama
611,2/12/1999,My Favorite Martian,60000000.0,36850101.0,36850101.0,Walt Disney,PG,Comedy
612,9/21/2012,Trouble with the Curve,60000000.0,35763137.0,47818913.0,Warner Bros.,PG-13,Drama
613,1/10/1997,The Relic,60000000.0,33956608.0,33956608.0,Paramount Pictures,R,Horror
614,9/15/2000,Almost Famous,60000000.0,32522352.0,47371191.0,Other,R,Comedy
615,12/6/2002,Analyze That,60000000.0,32122249.0,54994757.0,Warner Bros.,R,Comedy
616,4/24/2009,The Soloist,60000000.0,31853584.0,38522450.0,Paramount Pictures,PG-13,Drama
617,11/3/2000,The Legend of Bagger Vance,60000000.0,30695227.0,39235486.0,Other,PG-13,Drama
618,2/22/2002,Dragonfly,60000000.0,30063805.0,30063805.0,Universal,PG-13,Drama
619,10/12/2018,First Man,60000000.0,30000050.0,55500050.0,Universal,PG-13,Drama
620,6/16/2006,Garfield: A Tail of Two Kitties,60000000.0,28426747.0,147985373.0,20th Century Fox,PG,Adventure
621,4/29/2005,XXX: State of the Union,60000000.0,26873932.0,71073932.0,Sony Pictures,PG-13,Action
622,8/15/1997,Event Horizon,60000000.0,26673242.0,26673242.0,Paramount Pictures,R,Horror
623,7/2/2003,Sinbad: Legend of the Seven Seas,60000000.0,26483452.0,80767884.0,Other,PG,Adventure
624,3/26/1999,EDtv,60000000.0,22508689.0,35319689.0,Universal,PG-13,Comedy
625,12/25/2008,The Spirit,60000000.0,19806188.0,39006188.0,Lionsgate,PG-13,Action
626,10/19/2001,The Last Castle,60000000.0,18208078.0,20541668.0,Other,R,Drama
627,1/23/2009,Inkheart,60000000.0,17303424.0,66655938.0,Warner Bros.,PG,Adventure
628,1/14/2000,Supernova,60000000.0,14218868.0,14816494.0,MGM,PG-13,Action
629,9/22/2006,Flyboys,60000000.0,13090630.0,14816379.0,MGM,PG-13,Drama
630,2/14/2014,Winter's Tale,60000000.0,12600231.0,22468620.0,Warner Bros.,PG-13,Drama
631,10/9/1998,Holy Man,60000000.0,12069719.0,12069719.0,Walt Disney,PG,Comedy
632,7/11/2008,Meet Dave,60000000.0,11803254.0,50648806.0,20th Century Fox,PG,Adventure
633,8/12/2005,The Great Raid,60000000.0,10166502.0,10597070.0,Miramax,R,Action
634,2/24/2017,Rock Dog,60000000.0,9420546.0,24152192.0,Lionsgate,PG,Adventure
635,1/23/2015,Mortdecai,60000000.0,7696134.0,30396134.0,Lionsgate,R,Adventure
636,10/24/2003,Beyond Borders,60000000.0,4426297.0,11427090.0,Paramount Pictures,R,Drama
637,3/23/2018,Sherlock Gnomes,59000000.0,43242871.0,87750965.0,Paramount Pictures,PG,Adventure
638,2/12/2016,Deadpool,58000000.0,363070709.0,801029249.0,20th Century Fox,R,Action
639,12/25/2014,American Sniper,58000000.0,350126372.0,547326372.0,Warner Bros.,R,Drama
640,10/16/2015,Goosebumps,58000000.0,80069458.0,158905324.0,Sony Pictures,PG,Horror
641,5/25/1988,Rambo III,58000000.0,53715611.0,188715611.0,Other,R,Action
642,1/20/2012,Red Tails,58000000.0,49876377.0,50365498.0,20th Century Fox,PG-13,Action
643,6/7/2013,The Internship,58000000.0,44672764.0,93672764.0,20th Century Fox,PG-13,Comedy
644,4/28/2000,The Flintstones in Viva Rock Vegas,58000000.0,35231365.0,59431365.0,Universal,PG,Adventure
645,5/30/2008,Sex and the City,57500000.0,152647258.0,415247258.0,Warner Bros.,R,Comedy
646,9/10/2010,Resident Evil: Afterlife,57500000.0,60128566.0,295874190.0,Sony Pictures,R,Horror
647,6/15/2012,That's My Boy,57500000.0,36931089.0,58085235.0,Sony Pictures,R,Comedy
648,10/17/1997,Devil's Advocate,57000000.0,61007424.0,153007424.0,Warner Bros.,R,Drama
649,2/17/2012,Ghost Rider: Spirit of Vengeance,57000000.0,51774002.0,149217355.0,Sony Pictures,PG-13,Action
650,5/31/1996,Dragonheart,57000000.0,51364680.0,104364680.0,Universal,PG-13,Adventure
651,11/12/2004,After the Sunset,57000000.0,28328132.0,38329114.0,Other,PG-13,Action
652,8/17/2001,Captain Corelli's Mandolin,57000000.0,25528495.0,62097495.0,Miramax,R,Drama
653,4/11/2003,Anger Management,56000000.0,135560942.0,195660942.0,Sony Pictures,PG-13,Comedy
654,3/4/2005,The Pacifier,56000000.0,113006880.0,198006880.0,Walt Disney,PG,Comedy
655,4/2/2004,Walking Tall,56000000.0,46213824.0,47313824.0,MGM,PG-13,Action
656,7/6/1994,Forrest Gump,55000000.0,330151138.0,679850637.0,Paramount Pictures,PG-13,Drama
657,12/14/2007,Alvin and the Chipmunks,55000000.0,217326974.0,362605033.0,20th Century Fox,PG,Adventure
658,10/6/2000,Meet the Parents,55000000.0,166225040.0,330425040.0,Universal,PG-13,Comedy
659,12/15/2006,The Pursuit of Happyness,55000000.0,162586036.0,307311093.0,Sony Pictures,PG-13,Drama
660,6/10/1995,Pocahontas,55000000.0,141579773.0,347100000.0,Walt Disney,G,Adventure
661,12/15/1978,Superman,55000000.0,134218018.0,300200000.0,Warner Bros.,PG,Adventure
662,6/28/1996,The Nutty Professor,55000000.0,128814019.0,273814019.0,Universal,PG-13,Comedy
663,2/10/2017,Fifty Shades Darker,55000000.0,114434010.0,381437482.0,Universal,R,Drama
664,10/11/2013,Captain Phillips,55000000.0,107136417.0,220648184.0,Sony Pictures,PG-13,Drama
665,7/16/1997,George Of The Jungle,55000000.0,105263257.0,174463257.0,Walt Disney,PG,Adventure
666,8/1/2003,American Wedding,55000000.0,104354205.0,126425115.0,Universal,R,Comedy
667,11/10/2017,Murder on the Orient Express,55000000.0,102826543.0,345924923.0,20th Century Fox,PG-13,Drama
668,9/26/2014,The Equalizer,55000000.0,101530738.0,192903624.0,Sony Pictures,R,Action
669,2/9/2018,Fifty Shades Freed,55000000.0,100407760.0,371222158.0,Universal,R,Drama
670,5/26/1995,Casper,55000000.0,100328194.0,282300000.0,Universal,PG,Comedy
671,4/9/2010,Date Night,55000000.0,98711404.0,152269033.0,20th Century Fox,PG-13,Comedy
672,5/12/1995,Crimson Tide,55000000.0,91387195.0,159387195.0,Walt Disney,R,Action
673,12/9/1994,Disclosure,55000000.0,83015089.0,212200000.0,Warner Bros.,R,Drama
674,4/10/1998,City of Angels,55000000.0,78750909.0,198750909.0,Warner Bros.,PG-13,Drama
675,1/16/2015,Paddington,55000000.0,76223578.0,258789097.0,Other,PG,Adventure
676,4/28/2006,R.V.,55000000.0,71724497.0,87473024.0,Sony Pictures,PG,Adventure
677,10/28/1994,Stargate,55000000.0,71565669.0,196565669.0,MGM,PG-13,Action
678,10/10/2003,Kill Bill: Volume 1,55000000.0,70098138.0,176469428.0,Miramax,R,Action
679,6/17/2011,Mr. Poppers's Penguins,55000000.0,68224452.0,189624452.0,20th Century Fox,PG,Adventure
680,8/13/1999,Bowfinger,55000000.0,66458769.0,98699769.0,Universal,PG-13,Comedy
681,4/16/2004,Kill Bill: Volume 2,55000000.0,66207920.0,153535982.0,Miramax,R,Action
682,12/22/1989,Tango & Cash,55000000.0,63408614.0,63408614.0,Warner Bros.,R,Action
683,7/31/1992,Death Becomes Her,55000000.0,58422650.0,149022650.0,Universal,PG-13,Comedy
684,11/1/2013,Free Birds,55000000.0,55750480.0,110387072.0,Other,PG,Adventure
685,5/22/1992,Alien 3,55000000.0,54927174.0,158500000.0,20th Century Fox,R,Action
686,4/18/2008,The Forbidden Kingdom,55000000.0,52075270.0,129075270.0,Lionsgate,PG-13,Action
687,3/21/2014,Muppets Most Wanted,55000000.0,51178893.0,79312301.0,Walt Disney,PG,Adventure
688,8/19/2016,Kubo and the Two Strings,55000000.0,48023088.0,77548564.0,Other,PG,Adventure
689,9/25/1998,Ronin,55000000.0,41610884.0,70692101.0,MGM,R,Action
690,11/24/2010,Burlesque,55000000.0,39440655.0,90552675.0,Sony Pictures,PG-13,Drama
691,10/11/1996,The Ghost and the Darkness,55000000.0,38564422.0,38564422.0,Paramount Pictures,R,Action
692,7/27/2012,The Watch,55000000.0,34353000.0,67130045.0,20th Century Fox,R,Comedy
693,6/4/1999,Instinct,55000000.0,34105207.0,34105207.0,Walt Disney,R,Drama
694,12/12/2003,Stuck On You,55000000.0,33832741.0,63537164.0,20th Century Fox,PG-13,Comedy
695,2/29/2008,Semi-Pro,55000000.0,33479698.0,43980363.0,Other,R,Comedy
696,10/16/2015,Crimson Peak,55000000.0,31090320.0,75466595.0,Universal,R,Horror
697,4/27/2012,The Pirates! Band of Misfits,55000000.0,31051126.0,136143605.0,Sony Pictures,PG,Adventure
698,12/2/2005,Aeon Flux,55000000.0,25857987.0,53913573.0,Paramount Pictures,PG-13,Action
699,10/12/2007,Elizabeth: The Golden Age,55000000.0,16285240.0,74870866.0,Universal,PG-13,Drama
700,6/12/2009,Imagine That,55000000.0,16222392.0,16222392.0,Paramount Pictures,PG,Adventure
701,2/21/2003,Gods and Generals,55000000.0,12882934.0,12923936.0,Warner Bros.,PG-13,Drama
702,2/1/2013,Bullet to the Head,55000000.0,9489829.0,22597969.0,Warner Bros.,R,Action
703,9/22/2006,All the King's Men,55000000.0,7221458.0,9521458.0,Sony Pictures,PG-13,Drama
704,7/30/2004,Thunderbirds,55000000.0,6768055.0,28231444.0,Universal,PG,Adventure
705,11/26/2004,Un long dimanche de fiançailles,55000000.0,6167817.0,69759296.0,Warner Bros.,R,Drama
706,5/4/2007,Lucky You,55000000.0,5755286.0,6521829.0,Warner Bros.,PG-13,Drama
707,7/22/1998,Lolita,55000000.0,1147784.0,1147784.0,MGM,R,Drama
708,6/19/1981,Superman II,54000000.0,108185706.0,108185706.0,Warner Bros.,PG,Adventure
709,3/22/2002,Blade 2,54000000.0,81676888.0,154338601.0,Other,R,Action
710,7/14/2006,"You, Me and Dupree",54000000.0,75802010.0,130402010.0,Universal,PG-13,Comedy
711,12/19/2008,Seven Pounds,54000000.0,69951824.0,166617328.0,Sony Pictures,PG-13,Drama
712,12/25/1990,The Godfather: Part III,54000000.0,66520529.0,66520529.0,Paramount Pictures,R,Drama
713,10/14/2005,Elizabethtown,54000000.0,26850426.0,50719373.0,Paramount Pictures,PG-13,Drama
714,8/5/2005,The Dukes of Hazzard,53000000.0,80270227.0,109848461.0,Warner Bros.,PG-13,Comedy
715,9/18/2015,Black Mass,53000000.0,62575678.0,98837872.0,Warner Bros.,R,Drama
716,10/20/2006,Flags of Our Fathers,53000000.0,33602376.0,63657941.0,Paramount Pictures,R,Drama
717,4/6/2007,Grindhouse,53000000.0,25031037.0,50187789.0,Other,R,Horror
718,10/16/1998,Beloved,53000000.0,22852487.0,22852487.0,Walt Disney,R,Drama
719,12/19/2012,Zero Dark Thirty,52500000.0,95720716.0,134612435.0,Sony Pictures,R,Drama
720,12/25/2002,Catch Me if You Can,52000000.0,164606800.0,355612291.0,Other,PG-13,Drama
721,11/22/1995,Casino,52000000.0,42438300.0,110400000.0,Universal,R,Drama
722,8/5/2011,The Change-Up,52000000.0,37243418.0,75997067.0,Universal,R,Comedy
723,12/23/1998,The Thin Red Line,52000000.0,36400491.0,97709034.0,20th Century Fox,R,Drama
724,12/22/1999,Man on the Moon,52000000.0,34580635.0,47407635.0,Universal,R,Drama
725,4/16/2003,Bulletproof Monk,52000000.0,23010607.0,23010607.0,MGM,PG-13,Action
726,11/22/2006,Deck the Halls,51000000.0,35093569.0,46815807.0,20th Century Fox,PG,Comedy
727,11/20/2009,The Twilight Saga: New Moon,50000000.0,296623634.0,687557727.0,Other,PG-13,Drama
728,5/18/2001,Shrek,50000000.0,267655011.0,491812794.0,Other,PG,Adventure
729,6/29/2012,Ted,50000000.0,218665740.0,556016627.0,Universal,R,Adventure
730,6/13/2014,22 Jump Street,50000000.0,191719337.0,331333876.0,Sony Pictures,R,Comedy
731,6/14/1991,Robin Hood: Prince of Thieves,50000000.0,165493908.0,390500000.0,Warner Bros.,PG-13,Adventure
732,12/25/2015,Daddy’s Home,50000000.0,150357137.0,242757137.0,Paramount Pictures,PG-13,Comedy
733,12/25/1998,Patch Adams,50000000.0,135014968.0,202173000.0,Universal,PG-13,Comedy
734,6/17/2016,Central Intelligence,50000000.0,127440871.0,217196811.0,Warner Bros.,PG-13,Comedy
735,12/18/2013,Anchorman 2: The Legend Continues,50000000.0,127352707.0,172185754.0,Paramount Pictures,PG-13,Comedy
736,6/28/2002,Mr. Deeds,50000000.0,126293452.0,171269535.0,Sony Pictures,PG-13,Comedy
737,3/17/2000,Erin Brockovich,50000000.0,125548685.0,257805243.0,Universal,R,Drama
738,2/9/2018,Peter Rabbit,50000000.0,115234093.0,347134901.0,Sony Pictures,PG,Adventure
739,12/19/2008,Yes Man,50000000.0,97690976.0,225990976.0,Warner Bros.,PG-13,Comedy
740,2/28/2014,Non-Stop,50000000.0,91742160.0,222383055.0,Universal,PG-13,Action
741,12/25/1998,Stepmom,50000000.0,91137662.0,159745279.0,Other,PG-13,Drama
742,8/9/2013,Disney Planes,50000000.0,90282580.0,238059569.0,Walt Disney,PG,Adventure
743,7/28/2017,The Emoji Movie,50000000.0,86089513.0,216508301.0,Sony Pictures,PG,Adventure
744,7/29/2011,"Crazy, Stupid, Love",50000000.0,84351197.0,147142328.0,Warner Bros.,PG-13,Comedy
745,12/22/2017,The Post,50000000.0,81903458.0,179769457.0,20th Century Fox,PG-13,Drama
746,2/5/1999,Payback,50000000.0,81526121.0,161626121.0,Paramount Pictures,R,Action
747,6/9/1995,Congo,50000000.0,81022333.0,152022333.0,Paramount Pictures,PG-13,Adventure
748,3/18/2005,The Ring Two,50000000.0,75941727.0,161941727.0,Other,PG-13,Horror
749,12/23/2011,We Bought a Zoo,50000000.0,75624550.0,118729073.0,20th Century Fox,PG,Drama
750,9/23/2011,Moneyball,50000000.0,75605492.0,111300835.0,Sony Pictures,PG-13,Drama
751,6/11/2004,Garfield: The Movie,50000000.0,75367693.0,208094550.0,20th Century Fox,PG,Adventure
752,11/24/2004,Christmas with the Kranks,50000000.0,73701902.0,96469187.0,Sony Pictures,PG,Comedy
753,3/17/2006,V for Vendetta,50000000.0,70511035.0,130214162.0,Warner Bros.,R,Action
754,3/13/2009,Race to Witch Mountain,50000000.0,67172595.0,105103784.0,Walt Disney,PG,Adventure
755,6/22/2005,Herbie: Fully Loaded,50000000.0,66010682.0,144110682.0,Walt Disney,G,Adventure
756,2/7/2003,Shanghai Knights,50000000.0,60470220.0,88316835.0,Walt Disney,PG-13,Adventure
757,7/18/2014,Planes: Fire and Rescue,50000000.0,59157732.0,156399644.0,Walt Disney,PG,Adventure
758,2/10/2006,Curious George,50000000.0,58640119.0,71052604.0,Universal,G,Adventure
759,4/6/2012,American Reunion,50000000.0,56758835.0,236799211.0,Universal,R,Comedy
760,1/25/2013,Hansel & Gretel: Witch Hunters,50000000.0,55703475.0,214949716.0,Paramount Pictures,R,Action
761,2/18/2011,I am Number Four,50000000.0,55100437.0,146195159.0,Walt Disney,PG-13,Adventure
762,5/8/2002,Unfaithful,50000000.0,52752475.0,119114494.0,20th Century Fox,R,Drama
763,9/10/2004,Resident Evil: Apocalypse,50000000.0,50740078.0,125168734.0,Sony Pictures,R,Horror
764,10/17/2014,The Book of Life,50000000.0,50151543.0,97651543.0,20th Century Fox,PG,Adventure
765,8/22/1997,G.I. Jane,50000000.0,48169156.0,48169156.0,Walt Disney,R,Drama
766,10/10/2014,The Judge,50000000.0,47119388.0,76119388.0,Warner Bros.,R,Drama
767,4/21/2006,Silent Hill,50000000.0,46982632.0,94704227.0,Sony Pictures,R,Horror
768,8/11/2000,The Replacements,50000000.0,44737059.0,50054511.0,Warner Bros.,PG-13,Comedy
769,7/29/1998,The Negotiator,50000000.0,44705766.0,49105766.0,Warner Bros.,R,Action
770,8/19/2016,War Dogs,50000000.0,43034523.0,86234523.0,Warner Bros.,R,Comedy
771,5/25/1994,Beverly Hills Cop III,50000000.0,42586861.0,119180938.0,Paramount Pictures,R,Action
772,6/15/1990,Gremlins 2: The New Batch,50000000.0,41476097.0,41476097.0,Warner Bros.,PG-13,Comedy
773,9/26/1997,The Peacemaker,50000000.0,41263140.0,62967368.0,Other,R,Action
774,2/11/2000,The Beach,50000000.0,39778599.0,39778599.0,20th Century Fox,R,Drama
775,2/18/1994,On Deadly Ground,50000000.0,38590458.0,38590458.0,Warner Bros.,R,Action
776,11/25/2009,Ninja Assassin,50000000.0,38122883.0,62209892.0,Warner Bros.,R,Action
777,5/28/2004,Raising Helen,50000000.0,37485528.0,49928680.0,Walt Disney,PG-13,Comedy
778,9/17/1999,For Love of the Game,50000000.0,35188640.0,46112640.0,Universal,PG-13,Drama
779,12/11/1998,Jack Frost,50000000.0,34645374.0,34645374.0,Warner Bros.,PG,Comedy
780,6/4/2010,Marmaduke,50000000.0,33644788.0,89895930.0,20th Century Fox,PG,Adventure
781,6/28/1996,Striptease,50000000.0,33109743.0,113309743.0,Sony Pictures,R,Comedy
782,10/6/1995,Assassins,50000000.0,30306268.0,83306268.0,Warner Bros.,R,Action
783,2/12/2016,Zoolander 2,50000000.0,28848693.0,55348693.0,Paramount Pictures,PG-13,Comedy
